gene_name,old_annotation,GOs,pfams,signalP,TMHMM
LOC112637240,cytochrome P450 4C1-like isoform X1,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,2
LOC112637241,cytochrome P450 4C1-like isoform X1,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,2
LOC112637242,"cytochrome P450 4C1-like, partial","GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,3
LOC112637243,cytochrome P450 4C1-like,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,0
LOC112637244,NA,NA,NA,NA,NA
LOC112637245,uncharacterized protein LOC112637245,NA,NA,0,0
LOC112637246,uncharacterized protein LOC112637246,NA,PF05380|Pao retrotransposon peptidase; PF05585|Putative peptidase (DUF1758),0,0
LOC112637247,uncharacterized protein LOC112637247,NA,PF18701|Family of unknown function (DUF5641),0,0
LOC112637248,uncharacterized protein LOC112637248,NA,PF16064|Domain of unknown function (DUF4806),0,0
LOC112637249,uncharacterized protein LOC112637249,NA,PF18701|Family of unknown function (DUF5641); PF17921|Integrase zinc binding domain; PF05380|Pao retrotransposon peptidase,0,0
LOC112637250,uncharacterized protein LOC112637250,NA,PF05585|Putative peptidase (DUF1758); PF05380|Pao retrotransposon peptidase; PF17921|Integrase zinc binding domain; PF03564|Protein of unknown function (DUF1759),0,0
LOC112637251,uncharacterized protein LOC112637251 isoform X1,GO:0042302|structural constituent of cuticle,PF00379|Insect cuticle protein,1,0
LOC112637252,uncharacterized protein LOC112637252,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,6
LOC112637253,uncharacterized protein LOC112637253,NA,NA,0,0
LOC112637254,NA,NA,NA,NA,NA
LOC112637255,glutamyl aminopeptidase-like,GO:0008237|metallopeptidase activity; GO:0008270|zinc ion binding,PF17900|Peptidase M1 N-terminal domain; PF01433|Peptidase family M1 domain,1,0
LOC112637256,uncharacterized protein LOC112637256,NA,NA,0,0
LOC112637257,uncharacterized protein LOC112637257,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,6
LOC112637258,uncharacterized protein LOC112637258,NA,NA,0,0
LOC112637259,uncharacterized protein LOC112637259,NA,NA,0,1
LOC112637260,uncharacterized protein LOC112637260 isoform X1,"GO:0003676|nucleic acid binding; GO:0004803|transposase activity; GO:0006313|transposition, DNA-mediated",PF05485|THAP domain; PF12017|Transposase protein,0,0
LOC112637261,uncharacterized protein LOC112637261,NA,PF13358|DDE superfamily endonuclease; PF16087|Helix-turn-helix domain (DUF4817),0,0
LOC112637262,uncharacterized protein LOC112637262,NA,NA,0,0
LOC112637263,opioid growth factor receptor-like,NA,NA,0,0
LOC112637264,putative nuclease HARBI1,NA,PF13359|DDE superfamily endonuclease,0,0
LOC112637265,cytochrome P450 4C1-like,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,0
LOC112637266,uncharacterized protein LOC112637266,NA,NA,0,0
LOC112637267,uncharacterized protein LOC112637267,GO:0007268|chemical synaptic transmission; GO:0019992|diacylglycerol binding,PF00168|C2 domain,0,0
LOC112637268,NA,NA,NA,NA,NA
LOC112637269,NA,NA,NA,NA,NA
LOC112637270,uncharacterized protein LOC112637270,NA,NA,0,0
LOC112637271,"28S ribosomal protein S5, mitochondrial-like",GO:0003723|RNA binding; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,"PF00333|Ribosomal protein S5, N-terminal domain",0,0
LOC112637272,uncharacterized protein LOC112637272,GO:0000786|nucleosome; GO:0003677|DNA binding; GO:0005634|nucleus; GO:0006334|nucleosome assembly,PF00538|linker histone H1 and H5 family,0,0
LOC112637273,"28S ribosomal protein S5, mitochondrial-like",GO:0003723|RNA binding; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,"PF00333|Ribosomal protein S5, N-terminal domain",0,0
LOC112637274,NA,NA,NA,NA,NA
LOC112637275,uncharacterized protein LOC112637275,NA,PF00051|Kringle domain; PF00051|Kringle domain; PF00051|Kringle domain; PF00051|Kringle domain; PF00090|Thrombospondin type 1 domain,0,1
LOC112637276,F-box only protein 21-like,GO:0003677|DNA binding,PF08755|Hemimethylated DNA-binding protein YccV like,0,0
LOC112637277,tetratricopeptide repeat protein 8-like,GO:0034464|BBSome; GO:1905515|non-motile cilium assembly,NA,0,0
LOC112637278,NA,NA,NA,NA,NA
LOC112637279,uncharacterized protein LOC112637279,NA,NA,0,6
LOC112637280,NA,NA,NA,NA,NA
LOC112637281,NA,NA,NA,NA,NA
LOC112637282,NA,NA,NA,NA,NA
LOC112637283,NA,NA,NA,NA,NA
LOC112637284,NA,NA,NA,NA,NA
LOC112637285,NA,NA,NA,NA,NA
LOC112637286,protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like,NA,PF13359|DDE superfamily endonuclease,0,1
LOC112637287,uncharacterized protein LOC112637287,NA,NA,0,0
LOC112637288,neural Wiskott-Aldrich syndrome protein-like,NA,NA,0,0
LOC112637289,NA,NA,NA,NA,NA
LOC112637290,uncharacterized protein LOC112637290,GO:0016021|integral component of membrane; GO:0050909|sensory perception of taste,PF08395|7tm Chemosensory receptor,0,5
LOC112637291,NA,NA,NA,NA,NA
LOC112637292,NA,NA,NA,NA,NA
LOC112637293,NA,NA,NA,NA,NA
LOC112637294,cytochrome P450 4C1-like,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,2
LOC112637295,NA,NA,NA,NA,NA
LOC112637296,cytochrome P450 4V2-like isoform X1,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,0
LOC112637297,histone-lysine N-methyltransferase SETMAR-like,"GO:0003700|DNA-binding transcription factor activity; GO:0006355|regulation of transcription, DNA-templated","PF01022|Bacterial regulatory protein, arsR family; PF01359|Transposase (partial DDE domain)",0,0
LOC112637298,cytochrome P450 4V2-like,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,1
LOC112637299,NA,NA,NA,NA,NA
LOC112637300,uncharacterized protein LOC112637300,NA,PF16064|Domain of unknown function (DUF4806),0,0
LOC112637301,uncharacterized protein LOC112637301,NA,NA,0,0
LOC112637302,NA,NA,NA,NA,NA
LOC112637303,F-box only protein 21-like,GO:0003677|DNA binding,PF08755|Hemimethylated DNA-binding protein YccV like; PF13369|Transglutaminase-like superfamily,0,0
LOC112637304,odorant receptor 13a-like,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,3
LOC112637305,odorant receptor 4-like,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,4
LOC112637306,pheromone-binding protein Gp-9-like,GO:0005549|odorant binding,PF01395|PBP/GOBP family,1,1
LOC112637307,uncharacterized protein LOC112637307,NA,NA,0,1
LOC112637308,odorant receptor 67c-like,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,4
LOC112637309,NA,NA,NA,NA,NA
LOC112637310,cytochrome P450 4C1-like,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,0,1
LOC112637311,uncharacterized protein LOC112637311,GO:0003676|nucleic acid binding; GO:0004523|RNA-DNA hybrid ribonuclease activity,PF00075|RNase H,0,0
LOC112637312,uncharacterized protein LOC112637312,NA,PF18701|Family of unknown function (DUF5641); PF05380|Pao retrotransposon peptidase; PF17921|Integrase zinc binding domain; PF05585|Putative peptidase (DUF1758),0,0
LOC112637313,uncharacterized protein LOC112637313,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,5
LOC112637314,NA,NA,NA,NA,NA
LOC112637315,uncharacterized protein LOC112637315,NA,PF00078|Reverse transcriptase (RNA-dependent DNA polymerase),0,0
LOC112637316,fibrous sheath CABYR-binding protein-like,NA,NA,0,0
LOC112637317,uncharacterized protein K02A2.6-like,NA,PF00078|Reverse transcriptase (RNA-dependent DNA polymerase),0,0
LOC112637318,uncharacterized protein K02A2.6-like,GO:0015074|DNA integration,PF17917|RNase H-like domain found in reverse transcriptase; PF00665|Integrase core domain,0,0
LOC112637319,uncharacterized protein LOC112637319,GO:0015074|DNA integration,PF00665|Integrase core domain,0,0
LOC112637320,"lysosomal aspartic protease-like, partial",GO:0004190|aspartic-type endopeptidase activity; GO:0016540|protein autoprocessing,PF00026|Eukaryotic aspartyl protease,0,0
LOC112637321,mevalonate kinase-like,GO:0005524|ATP binding,PF00288|GHMP kinases N terminal domain,0,0
LOC112637322,trichohyalin-like,NA,PF00078|Reverse transcriptase (RNA-dependent DNA polymerase); PF14529|Endonuclease-reverse transcriptase,0,0
LOC112637323,mevalonate kinase-like,NA,NA,0,0
LOC112637324,uncharacterized protein LOC112637324,NA,NA,0,0
LOC112637325,golgin subfamily A member 6-like protein 22,NA,PF00078|Reverse transcriptase (RNA-dependent DNA polymerase); PF14529|Endonuclease-reverse transcriptase,0,0
LOC112637326,mevalonate kinase-like,GO:0005524|ATP binding,PF00288|GHMP kinases N terminal domain,0,0
LOC112637327,NA,NA,NA,NA,NA
LOC112637328,NA,NA,NA,NA,NA
LOC112637329,NA,NA,NA,NA,NA
LOC112637330,NA,NA,NA,NA,NA
LOC112637331,mevalonate kinase-like,NA,NA,0,0
LOC112637334,uncharacterized protein LOC112637334,GO:0000723|telomere maintenance; GO:0003678|DNA helicase activity; GO:0006281|DNA repair,PF14214|Helitron helicase-like domain at N-terminus; PF05970|PIF1-like helicase,0,0
LOC112637335,uncharacterized protein LOC112637335,NA,PF10545|Alcohol dehydrogenase transcription factor Myb/SANT-like,0,0
LOC112637336,NA,NA,NA,NA,NA
LOC112637337,uncharacterized protein LOC112637337,NA,PF16064|Domain of unknown function (DUF4806),0,0
LOC112637338,F-box only protein 21-like,GO:0003677|DNA binding,PF08755|Hemimethylated DNA-binding protein YccV like,0,0
LOC112637339,F-box only protein 21-like,GO:0003677|DNA binding,PF08755|Hemimethylated DNA-binding protein YccV like,0,0
LOC112637340,F-box only protein 21-like,GO:0003677|DNA binding,PF08755|Hemimethylated DNA-binding protein YccV like,0,0
LOC112637341,NA,NA,NA,NA,NA
LOC112637342,uncharacterized protein LOC112637342 isoform X2,NA,PF16064|Domain of unknown function (DUF4806),0,0
LOC112637343,uncharacterized protein LOC112637343,NA,NA,0,0
LOC112637344,uncharacterized protein LOC112637344,NA,PF13359|DDE superfamily endonuclease,0,0
LOC112637345,NA,NA,NA,NA,NA
LOC112637346,NA,NA,NA,NA,NA
LOC112637347,NA,NA,NA,NA,NA
LOC112637348,NA,NA,NA,NA,NA
LOC112637349,fatty acid synthase-like,"GO:0009058|biosynthetic process; GO:0016788|hydrolase activity, acting on ester bonds",PF00975|Thioesterase domain; PF08659|KR domain; PF13602|Zinc-binding dehydrogenase; PF00550|Phosphopantetheine attachment site,0,0
LOC112637350,uncharacterized protein LOC112637350,GO:0003676|nucleic acid binding; GO:0004523|RNA-DNA hybrid ribonuclease activity,PF00078|Reverse transcriptase (RNA-dependent DNA polymerase); PF00075|RNase H,0,0
LOC112637351,glutamyl aminopeptidase-like,GO:0008237|metallopeptidase activity; GO:0008270|zinc ion binding,PF11838|ERAP1-like C-terminal domain; PF01433|Peptidase family M1 domain,2,0
LOC112637352,glutamyl aminopeptidase-like,GO:0008237|metallopeptidase activity; GO:0008270|zinc ion binding,PF01433|Peptidase family M1 domain,2,0
LOC112637353,NA,NA,NA,NA,NA
LOC112637354,uncharacterized protein LOC112637354,NA,NA,0,0
LOC112637355,NA,NA,NA,NA,NA
LOC112637356,NA,NA,NA,NA,NA
LOC112637357,uncharacterized protein LOC112637357,NA,NA,0,0
LOC112637358,uncharacterized protein LOC112637358,NA,PF03564|Protein of unknown function (DUF1759); PF05585|Putative peptidase (DUF1758),0,0
LOC112637359,uncharacterized protein LOC112637359,NA,PF05380|Pao retrotransposon peptidase,0,0
LOC112637360,uncharacterized protein LOC112637360,NA,NA,0,0
LOC112637361,uncharacterized protein LOC112637361,NA,PF03564|Protein of unknown function (DUF1759),0,0
LOC112637362,uncharacterized protein LOC112637362,NA,PF18701|Family of unknown function (DUF5641),0,0
LOC112637363,NA,NA,NA,NA,NA
LOC112637364,NA,NA,NA,NA,NA
LOC112637365,uncharacterized protein LOC112637365,NA,NA,0,0
LOC112637366,NA,NA,NA,NA,NA
LOC112637367,uncharacterized protein LOC112637367,GO:0015232|heme transporter activity; GO:0015886|heme transport,NA,0,3
LOC112637368,uncharacterized protein LOC112637368 isoform X2,NA,NA,0,0
LOC112637369,UDP-glucuronosyltransferase 2A3-like,"GO:0016758|transferase activity, transferring hexosyl groups",PF00201|UDP-glucoronosyl and UDP-glucosyl transferase,1,1
LOC112637370,UDP-glucuronosyltransferase 2A3-like,"GO:0016758|transferase activity, transferring hexosyl groups",PF00201|UDP-glucoronosyl and UDP-glucosyl transferase,1,1
LOC112637371,NA,NA,NA,NA,NA
LOC112637372,uncharacterized protein LOC112637372 isoform X1,NA,NA,0,0
LOC112637373,"28S ribosomal protein S5, mitochondrial-like",GO:0003723|RNA binding; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,"PF00333|Ribosomal protein S5, N-terminal domain",0,0
LOC112637374,"uncharacterized protein LOC112637374, partial",NA,PF14529|Endonuclease-reverse transcriptase,0,0
LOC112637375,uncharacterized protein LOC112637375,GO:0005576|extracellular region; GO:0006030|chitin metabolic process; GO:0008061|chitin binding,PF01607|Chitin binding Peritrophin-A domain,1,0
LOC112637376,uncharacterized protein LOC112637376,NA,NA,0,0
LOC112637377,uncharacterized protein LOC112637377,NA,NA,0,0
LOC112637378,uncharacterized protein LOC112637378,NA,NA,0,0
LOC112637379,odorant receptor 4-like,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,4
LOC112637380,uncharacterized protein LOC112637380,NA,NA,0,3
LOC112637381,NA,NA,NA,NA,NA
LOC112637382,uncharacterized protein LOC112637382,GO:0003677|DNA binding,PF00046|Homeodomain,0,0
LOC112637383,glucose dehydrogenase,"GO:0016614|oxidoreductase activity, acting on CH-OH group of donors; GO:0050660|flavin adenine dinucleotide binding; GO:0055114|oxidation-reduction process",PF05199|GMC oxidoreductase; PF00732|GMC oxidoreductase,0,0
LOC112637384,"28S ribosomal protein S5, mitochondrial-like",GO:0003723|RNA binding; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,"PF00333|Ribosomal protein S5, N-terminal domain",0,0
LOC112637385,uncharacterized protein LOC112637385,NA,NA,0,0
LOC112637386,NA,NA,NA,NA,NA
LOC112637387,pheromone-binding protein Gp-9-like,GO:0005549|odorant binding,PF01395|PBP/GOBP family,1,0
LOC112637388,odorant receptor 4-like,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,6
LOC112637389,odorant receptor 4-like,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,6
LOC112637390,odorant receptor 4-like,GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor,0,5
LOC112637391,NA,NA,NA,NA,NA
LOC112637393,phospholipase A1-like,GO:0052689|carboxylic ester hydrolase activity,PF00151|Lipase,1,0
LOC112637394,NA,NA,NA,NA,NA
LOC112637395,uncharacterized protein LOC112637395,GO:0005515|protein binding,PF12937|F-box-like,0,0
LOC112637396,NA,NA,NA,NA,NA
LOC112637397,uncharacterized protein LOC112637397,NA,NA,0,0
LOC112637398,histone-lysine N-methyltransferase SETMAR-like,NA,PF17906|HTH domain in Mos1 transposase; PF01359|Transposase (partial DDE domain),0,0
LOC112637399,uncharacterized protein LOC112637399,NA,NA,0,0
LOC112637400,uncharacterized protein LOC112637400,NA,PF00078|Reverse transcriptase (RNA-dependent DNA polymerase),0,0
LOC112637401,histone-lysine N-methyltransferase SETMAR-like,NA,PF01359|Transposase (partial DDE domain),0,0
LOC112637402,uncharacterized protein LOC112637402,GO:0003676|nucleic acid binding; GO:0008270|zinc ion binding,PF00098|Zinc knuckle,0,0
LOC112637403,histone-lysine N-methyltransferase SETMAR-like,"GO:0003700|DNA-binding transcription factor activity; GO:0006355|regulation of transcription, DNA-templated","PF01359|Transposase (partial DDE domain); PF01022|Bacterial regulatory protein, arsR family",0,0
LOC112637404,NA,NA,NA,NA,NA
LOC112637405,uncharacterized protein LOC112637405,NA,NA,0,0
LOC112637406,mediator of RNA polymerase II transcription subunit 15-like,NA,NA,0,0
LOC112637407,uncharacterized protein LOC112637407,NA,NA,1,0
