arb2_gene,gene_name,blast_annot,GOs,pfams,signalP,SSP,TMHMM,sc16a_homolog
Ophcf2|05625,GQ602_005625,GPI ethanolamine phosphate transferase 1,GO:0005575|cellular_component; GO:0006464|cellular protein modification process; GO:0006505|GPI anchor metabolic process; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006506|GPI anchor biosynthetic process; GO:0008654|phospholipid biosynthetic process; GO:0044255|cellular lipid metabolic process; GO:0046488|phosphatidylinositol metabolic process; GO:0006644|phospholipid metabolic process; GO:0071704|organic substance metabolic process; GO:0006497|protein lipidation; GO:0009987|cellular process; GO:0006664|glycolipid metabolic process; GO:0006629|lipid metabolic process; GO:0009247|glycolipid biosynthetic process; GO:0016020|membrane; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0043412|macromolecule modification; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0044260|cellular macromolecule metabolic process; GO:0006643|membrane lipid metabolic process; GO:0006661|phosphatidylinositol biosynthetic process; GO:0046474|glycerophospholipid biosynthetic process; GO:0044464|cell part; GO:0003824|catalytic activity; GO:0044446|intracellular organelle part; GO:1901135|carbohydrate derivative metabolic process; GO:0008610|lipid biosynthetic process; GO:0006796|phosphate-containing compound metabolic process; GO:0019538|protein metabolic process; GO:0044422|organelle part; GO:0044238|primary metabolic process; GO:0046467|membrane lipid biosynthetic process; GO:1903509|liposaccharide metabolic process; GO:0009058|biosynthetic process; GO:0036211|protein modification process; GO:0006793|phosphorus metabolic process; GO:0016740|transferase activity; GO:0019637|organophosphate metabolic process; GO:0008150|biological_process; GO:0090407|organophosphate biosynthetic process; GO:0006650|glycerophospholipid metabolic process; GO:0044249|cellular biosynthetic process; GO:0045017|glycerolipid biosynthetic process; GO:1901137|carbohydrate derivative biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0005789|endoplasmic reticulum membrane; GO:0008152|metabolic process; GO:0046486|glycerolipid metabolic process; GO:0044432|endoplasmic reticulum part;,PF04987|PigN;,NA,NA,6;,Ophio5|468
Ophcf2|05626,GQ602_005626,Sec7 domain-containing protein,GO:1902531|regulation of intracellular signal transduction; GO:0005488|binding; GO:0048583|regulation of response to stimulus; GO:0032012|regulation of ARF protein signal transduction; GO:0023051|regulation of signaling; GO:0005085|guanyl-nucleotide exchange factor activity; GO:0005086|ARF guanyl-nucleotide exchange factor activity; GO:0098772|molecular function regulator; GO:0003674|molecular_function; GO:0050794|regulation of cellular process; GO:0065007|biological regulation; GO:0046578|regulation of Ras protein signal transduction; GO:0051020|GTPase binding; GO:0051056|regulation of small GTPase mediated signal transduction; GO:0008150|biological_process; GO:0019899|enzyme binding; GO:0010646|regulation of cell communication; GO:0009966|regulation of signal transduction; GO:0050789|regulation of biological process; GO:0005515|protein binding;,PF01369|Sec7;,NA,NA,NA,Ophio5|7605
Ophcf2|05627,GQ602_005627,mannan polymerase II complex ANP1 subunit,NA,PF03452|Anp1;,NA,NA,1;,Ophio5|7606
Ophcf2|05628,GQ602_005628,ATPase family AAA domain-containing protein 1,"GO:0006950|response to stress; GO:0035639|purine ribonucleoside triphosphate binding; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0140097|catalytic activity, acting on DNA; GO:0032553|ribonucleotide binding; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0009378|four-way junction helicase activity; GO:0008144|drug binding; GO:0005488|binding; GO:0016787|hydrolase activity; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0006259|DNA metabolic process; GO:0044260|cellular macromolecule metabolic process; GO:0016462|pyrophosphatase activity; GO:0043167|ion binding; GO:0006974|cellular response to DNA damage stimulus; GO:0000166|nucleotide binding; GO:0006725|cellular aromatic compound metabolic process; GO:0046483|heterocycle metabolic process; GO:0043168|anion binding; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0003678|DNA helicase activity; GO:0003824|catalytic activity; GO:0006139|nucleobase-containing compound metabolic process; GO:0017111|nucleoside-triphosphatase activity; GO:0017076|purine nucleotide binding; GO:0033554|cellular response to stress; GO:0005524|ATP binding; GO:0032559|adenyl ribonucleotide binding; GO:0004386|helicase activity; GO:0044238|primary metabolic process; GO:0034641|cellular nitrogen compound metabolic process; GO:0006310|DNA recombination; GO:0006281|DNA repair; GO:1901265|nucleoside phosphate binding; GO:0051716|cellular response to stimulus; GO:0016818|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; GO:0032555|purine ribonucleotide binding; GO:0008150|biological_process; GO:0036094|small molecule binding; GO:0050896|response to stimulus; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:0008152|metabolic process; GO:0016817|hydrolase activity, acting on acid anhydrides; GO:0030554|adenyl nucleotide binding;",PF00004|AAA; PF05496|RuvB_N; PF07724|AAA_2;,NA,NA,1;,Ophio5|8484
Ophcf2|05629,GQ602_005629,JmjC domain-containing protein,NA,PF10497|zf-4CXXC_R1;,NA,NA,NA,Ophio5|8566
Ophcf2|05630,GQ602_005630,Protein GVP36,NA,PF10455|BAR_2;,NA,NA,NA,Ophio5|939
Ophcf2|05631,GQ602_005631,Uncharacterized protein TPAR_07003,NA,NA,NA,NA,NA,Ophio5|7324
Ophcf2|05632,GQ602_005632,related to TMS1 protein,GO:0005575|cellular_component; GO:0016020|membrane;,PF03348|Serinc;,Has signal peptide;,NA,4;,Ophio5|846
Ophcf2|05633,GQ602_005633,60S ribosomal protein L12,GO:0005575|cellular_component; GO:0003735|structural constituent of ribosome; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1990904|ribonucleoprotein complex; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0032991|protein-containing complex; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043228|non-membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0006518|peptide metabolic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0043043|peptide biosynthetic process; GO:0009059|macromolecule biosynthetic process; GO:0043603|cellular amide metabolic process; GO:0044464|cell part; GO:0043604|amide biosynthetic process; GO:0005198|structural molecule activity; GO:0034645|cellular macromolecule biosynthetic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0019538|protein metabolic process; GO:0005840|ribosome; GO:0043226|organelle; GO:0006412|translation; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0043232|intracellular non-membrane-bounded organelle;,PF00298|Ribosomal_L11; PF03946|Ribosomal_L11_N;,NA,NA,NA,Ophio5|1499
Ophcf2|05634,GQ602_005634,related to Yip1 domain protein,NA,NA,NA,NA,2;,Ophio5|1169
Ophcf2|05635,GQ602_005635,FKH1-like protein,"GO:0009889|regulation of biosynthetic process; GO:0051252|regulation of RNA metabolic process; GO:0097159|organic cyclic compound binding; GO:0019222|regulation of metabolic process; GO:0003674|molecular_function; GO:0031323|regulation of cellular metabolic process; GO:0043565|sequence-specific DNA binding; GO:0010556|regulation of macromolecule biosynthetic process; GO:0140110|transcription regulator activity; GO:0005488|binding; GO:0080090|regulation of primary metabolic process; GO:0050789|regulation of biological process; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding; GO:0051171|regulation of nitrogen compound metabolic process; GO:0005515|protein binding; GO:0019219|regulation of nucleobase-containing compound metabolic process; GO:0003677|DNA binding; GO:0010468|regulation of gene expression; GO:1903506|regulation of nucleic acid-templated transcription; GO:0003700|DNA-binding transcription factor activity; GO:0031326|regulation of cellular biosynthetic process; GO:0065007|biological regulation; GO:2001141|regulation of RNA biosynthetic process; GO:0050794|regulation of cellular process; GO:0008150|biological_process; GO:0006355|regulation of transcription, DNA-templated; GO:2000112|regulation of cellular macromolecule biosynthetic process; GO:0060255|regulation of macromolecule metabolic process;",PF00250|Forkhead; PF00498|FHA;,NA,NA,NA,Ophio5|6322
Ophcf2|05636,GQ602_005636,GSKIP/TIF31 domain protein,NA,PF13424|TPR_12; PF12807|eIF3_p135; PF13374|TPR_10; PF13236|CLU; PF15044|CLU_N;,NA,NA,NA,Ophio5|6323
Ophcf2|05637,GQ602_005637,DEAD/DEAH box helicase,NA,PF00271|Helicase_C; PF09369|DUF1998;,NA,NA,NA,Ophio5|8248
Ophcf2|05638,GQ602_005638,peptidylprolyl isomerase,NA,PF03226|Yippee-Mis18;,NA,NA,NA,Ophio5|6326
Ophcf2|05639,GQ602_005639,integral membrane protein,NA,NA,NA,NA,2;,Ophio5|6325
Ophcf2|05640,GQ602_005640,integral membrane protein,NA,NA,Has signal peptide;,Small secreted protein;,1;,Ophio5|6325
Ophcf2|05641,GQ602_005641,Poly(A) polymerase,"GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0016772|transferase activity, transferring phosphorus-containing groups; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0016779|nucleotidyltransferase activity; GO:0004652|polynucleotide adenylyltransferase activity; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0003723|RNA binding; GO:0006725|cellular aromatic compound metabolic process; GO:0046483|heterocycle metabolic process; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding; GO:0003824|catalytic activity; GO:0006139|nucleobase-containing compound metabolic process; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0043631|RNA polyadenylation; GO:0070566|adenylyltransferase activity; GO:0016740|transferase activity; GO:0008150|biological_process; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:0016070|RNA metabolic process; GO:0008152|metabolic process;",PF01909|NTP_transf_2; PF04926|PAP_RNA-bind; PF04928|PAP_central;,NA,NA,NA,Ophio5|1936
Ophcf2|05642,GQ602_005642,Protein DML1,GO:0035639|purine ribonucleoside triphosphate binding; GO:0032549|ribonucleoside binding; GO:0019001|guanyl nucleotide binding; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0032553|ribonucleotide binding; GO:0005488|binding; GO:0043167|ion binding; GO:0005525|GTP binding; GO:0000166|nucleotide binding; GO:0043168|anion binding; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0017076|purine nucleotide binding; GO:0032550|purine ribonucleoside binding; GO:0001882|nucleoside binding; GO:1901265|nucleoside phosphate binding; GO:0032561|guanyl ribonucleotide binding; GO:0032555|purine ribonucleotide binding; GO:0036094|small molecule binding; GO:0001883|purine nucleoside binding;,PF00735|Septin; PF10644|Misat_Tub_SegII; PF14881|Tubulin_3;,NA,NA,NA,Ophio5|1937
Ophcf2|05643,GQ602_005643,Negative regulator of the PHO system,"GO:0035639|purine ribonucleoside triphosphate binding; GO:0006464|cellular protein modification process; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0016772|transferase activity, transferring phosphorus-containing groups; GO:0032553|ribonucleotide binding; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0016301|kinase activity; GO:0006468|protein phosphorylation; GO:0008144|drug binding; GO:0044267|cellular protein metabolic process; GO:0043412|macromolecule modification; GO:0140096|catalytic activity, acting on a protein; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0044260|cellular macromolecule metabolic process; GO:0043167|ion binding; GO:0000166|nucleotide binding; GO:0043168|anion binding; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0003824|catalytic activity; GO:0006796|phosphate-containing compound metabolic process; GO:0017076|purine nucleotide binding; GO:0019538|protein metabolic process; GO:0005524|ATP binding; GO:0032559|adenyl ribonucleotide binding; GO:0004672|protein kinase activity; GO:0044238|primary metabolic process; GO:0036211|protein modification process; GO:1901265|nucleoside phosphate binding; GO:0006793|phosphorus metabolic process; GO:0016740|transferase activity; GO:0032555|purine ribonucleotide binding; GO:0008150|biological_process; GO:0036094|small molecule binding; GO:0016310|phosphorylation; GO:1901564|organonitrogen compound metabolic process; GO:0016773|phosphotransferase activity, alcohol group as acceptor; GO:0008152|metabolic process; GO:0030554|adenyl nucleotide binding;",PF00069|Pkinase; PF07714|Pkinase_Tyr;,NA,NA,NA,Ophio5|1939
Ophcf2|05644,GQ602_005644,Lysophosphatidylcholine acyltransferase,"GO:0003824|catalytic activity; GO:0016740|transferase activity; GO:0016746|transferase activity, transferring acyl groups; GO:0003674|molecular_function;",PF01553|Acyltransferase;,NA,NA,NA,Ophio5|1940
Ophcf2|05645,GQ602_005645,Exocyst complex protein EXO70,NA,NA,NA,NA,NA,Ophio5|845
Ophcf2|05646,GQ602_005646,zinc finger containing protein,NA,PF15906|zf-NOSIP;,NA,NA,NA,Ophio5|1941
Ophcf2|05647,GQ602_005647,peroxisomal adenine nucleotide transporter 1,NA,PF00153|Mito_carr;,NA,NA,NA,Ophio5|1942
Ophcf2|05648,GQ602_005648,SAGA-associated factor 73,NA,PF08313|SCA7;,NA,NA,NA,Ophio5|1943
Ophcf2|05649,GQ602_005649,glycine-rich cell wall structural protein 1,NA,NA,NA,NA,NA,Ophio5|1945
Ophcf2|05650,GQ602_005650,Ras guanine nucleotide exchange factor,GO:0005488|binding; GO:0007264|small GTPase mediated signal transduction; GO:0005085|guanyl-nucleotide exchange factor activity; GO:0098772|molecular function regulator; GO:0065007|biological regulation; GO:0003674|molecular_function; GO:0035556|intracellular signal transduction; GO:0050794|regulation of cellular process; GO:0008150|biological_process; GO:0051020|GTPase binding; GO:0007165|signal transduction; GO:0019899|enzyme binding; GO:0009987|cellular process; GO:0050789|regulation of biological process; GO:0005515|protein binding;,PF07653|SH3_2; PF00618|RasGEF_N; PF00617|RasGEF; PF14604|SH3_9; PF00018|SH3_1;,NA,NA,NA,Ophio5|1946
Ophcf2|05651,GQ602_005651,C2H2 finger domain-containingprotein,"GO:0018130|heterocycle biosynthetic process; GO:0005575|cellular_component; GO:0097659|nucleic acid-templated transcription; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0006351|transcription, DNA-templated; GO:0034654|nucleobase-containing compound biosynthetic process; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0044424|intracellular part; GO:0005488|binding; GO:0008270|zinc ion binding; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043227|membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0043167|ion binding; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0019438|aromatic compound biosynthetic process; GO:0006725|cellular aromatic compound metabolic process; GO:0009059|macromolecule biosynthetic process; GO:0046483|heterocycle metabolic process; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding; GO:0044464|cell part; GO:0006139|nucleobase-containing compound metabolic process; GO:0003677|DNA binding; GO:0034645|cellular macromolecule biosynthetic process; GO:0043231|intracellular membrane-bounded organelle; GO:0005634|nucleus; GO:0043226|organelle; GO:0043169|cation binding; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:1901362|organic cyclic compound biosynthetic process; GO:0046872|metal ion binding; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:0046914|transition metal ion binding; GO:1901576|organic substance biosynthetic process; GO:0016070|RNA metabolic process; GO:0008152|metabolic process; GO:0032774|RNA biosynthetic process;",PF04082|Fungal_trans;,NA,NA,NA,Ophio5|1947
